descSucursal,descProyecto,Actividad,tipoRestriccion,fechaRegistro
BOGOTA ,PASEO DE SEVILLA,T-6 VENTANERÍA FACHADA PISO 12-1,Materiales,2023-02-28 00:00:00
BOGOTA ,URBANISMO EXTERNO SAN RAFAEL,TRAMO POZO ALL 24-32 EXCAVACION CAJA ANDEN,Otra,2023-04-25 00:00:00
BOGOTA ,PEÑAZUL EL POBLADO,T4 CUBIERTAS DE POLICARBONATO,Diseños,2023-10-18 00:00:00
BOGOTA ,LA ALMERIA ALSACIA RESERVADO,T1 MAMPOSTERIA CUARTO MAQUINAS,Materiales,2023-06-16 00:00:00
BOGOTA ,SAN LUCAS LA QUINTA,T5 PROLON CIMENyESTRUC HIDRAULICAS,Contratos,2023-05-04 00:00:00
BOGOTA ,ABADIA SAN RAFAEL,EC1 ESTRUCTURA,Contratos,2023-03-14 00:00:00
BOGOTA ,LA ALMERIA ALSACIA RESERVADO,T1 MAMPOSTERIA CUARTO MAQUINAS,Mano de obra,2023-06-28 00:00:00
BOGOTA ,ABADIA SAN RAFAEL,T4 VENTANAS FACHADA,Contratos,2023-04-11 00:00:00
BOGOTA ,PEÑON DE ALICANTE,TANQUE FILTRO,Materiales,2023-03-03 00:00:00
BOGOTA ,LA ALMERIA ALSACIA RESERVADO,T1 MAMPOSTERIA CUARTO MAQUINAS,Materiales,2023-06-16 00:00:00
BOGOTA ,LA ALMERIA ALSACIA RESERVADO,T1 MAMPOSTERIA CUARTO MAQUINAS,Otra,2023-06-07 00:00:00
BOGOTA ,LORCA,PQDERO CIM Fundida cimentacion superficial vigas,Diseños,2023-06-14 00:00:00
BOGOTA ,PEÑAZUL LA ALDEA,T9 Pañete Exterior,Materiales,2023-07-04 00:00:00
BOGOTA ,LA ALMERIA ALSACIA RESERVADO,P.SOTANOS - PLACA CABEZAL,Equipos,2023-07-13 00:00:00
BOGOTA ,SAINT MICHEL CIUDAD LA SALLE,T2 PLACA CONTRAPISO,Diseños,2023-04-10 00:00:00
BOGOTA ,URBANISMO EXTERNO LOTE 5 BANCA,VIA 5 (20) LOCALIZACION Y REPLANTEO,Diseños,2023-03-30 00:00:00
BOGOTA ,PEÑAZUL LA ALDEA,T8 Meson de cocinayKIT (BañosyBBQ),Otra,2023-07-11 00:00:00
BOGOTA ,PEÑAZUL EL POBLADO,T1 APARATOS ELECTRICOS,Contratos,2023-03-15 00:00:00
BOGOTA ,LA ALMERIA ALSACIA RESERVADO,T1 MAMPOSTERIA CUARTO MAQUINAS,Otra,2023-07-13 00:00:00
BOGOTA ,LA ALMERIA ALSACIA RESERVADO,T1 CARGUE DE PISOS PUNTO FIJO Y PASILLO PISO 1-22,Mano de obra,2023-07-26 00:00:00
BOGOTA ,LA ALMERIA ALSACIA RESERVADO,T1 ESTUCO Y PINTURA 1ERA MANO PUNTO FIJO Y PASILLO PISO 1-22,Contratos,2023-07-26 00:00:00
BOGOTA ,LA ALMERIA ALSACIA RESERVADO,T1 ESTUCO Y PINTURA PLACA PISO 1-22,Materiales,2023-07-26 00:00:00
BOGOTA ,LA ALMERIA ALSACIA RESERVADO,T1 Instalacion red electrica,Materiales,2023-07-26 00:00:00
BOGOTA ,LA ALMERIA ALSACIA RESERVADO,T1 MAMPOSTERIA FOSO ASCENSOR,Materiales,2023-07-26 00:00:00
BOGOTA ,LA ALMERIA ALSACIA RESERVADO,T1 VENTANERIA ALUMINIO FACHADAS PISO 1-22,Materiales,2023-07-26 00:00:00
BOGOTA ,LA ALMERIA ALSACIA RESERVADO,P.SOTANOS - CONSTRUCCION MUROS TANQUES (SUMINISTRO Y RCI),Materiales,2023-07-26 00:00:00
BOGOTA ,LA ALMERIA ALSACIA RESERVADO,P.SOTANOS - PLACA PRIMER PISO,Materiales,2023-07-26 00:00:00
BOGOTA ,LORCA,T1 aptos Mamposteria interna y fachada,Materiales,2023-06-14 00:00:00
BOGOTA ,LA ALMERIA ALSACIA RESERVADO,T1 MAMPOSTERIA CUARTO MAQUINAS,Materiales,2023-08-02 00:00:00
BOGOTA ,LA ALMERIA ALSACIA RESERVADO,T1 VENTANERIA ALUMINIO FACHADAS PISO 1-22,Materiales,2023-07-26 00:00:00
BOGOTA ,PROVENZA PRESTIGE,T3 Citofonos,Contratos,2023-03-08 00:00:00
BOGOTA ,LYON 2 CIUDAD LA SALLE,T1 LAVADO FACHADA,Contratos,2023-08-28 00:00:00
BOGOTA ,GALLET CIUDAD LA SALLE,T1 EST Muro placa P1-P17,Materiales,2023-08-22 00:00:00
BOGOTA ,LOIRA CIUDAD LA SALLE,SOTANO ZB - FILTROS CONTRAPISO E INST HIDROSANITARIAS,Materiales,2023-03-06 00:00:00
BOGOTA ,PEÑON DE ALICANTE,ED PARQ CARP METALICA,Materiales,2024-03-18 00:00:00
BOGOTA ,PASEO SAN RAFAEL,Inicio de obra,Otra,2023-08-30 00:00:00
BOGOTA ,PEÑAZUL LA ALDEA,Red electrica Etapa 3,Contratos,2023-09-13 00:00:00
BOGOTA ,LA ALMERIA ALSACIA RESERVADO,T1 MAMPOSTERÍA INTERIOR PISO 1-22,Mano de obra,2023-08-26 00:00:00
BOGOTA ,SAINT MICHEL CIUDAD LA SALLE,P.SOTANOS - CONSTRUCCION MUROS TANQUE,Materiales,2023-08-28 00:00:00
BOGOTA ,MONTPELLIER CIUDAD LA SALLE,PLACA SUBPRESION S2 E1 - Z8 - T3,Materiales,2023-08-22 00:00:00
BOGOTA ,URB EXTERNO CIUDAD LA SALLE,CERRAMIENTOS Y ADECUACIONES,Otra,2023-08-30 00:00:00
BOGOTA ,LYON CIUDAD LA SALLE,T1 INST. LAVADEROS Y GRIFERIAS PISO 1 A 17 (INCLUIDO SOPORTE),Materiales,2023-08-23 00:00:00
BOGOTA ,PASEO SAN RAFAEL,Inicio de obra,Otra,2023-08-30 00:00:00
BOGOTA ,LA ALMERIA ALSACIA RESERVADO,T1 MAMPOSTERIA CUARTO MAQUINAS,Otra,2023-06-28 00:00:00
BOGOTA ,PROVENZA PRESTIGE,T3 Medidores de acueducto,Materiales,2023-08-31 00:00:00
BOGOTA ,SAINT MICHEL CIUDAD LA SALLE,PLACA PUNTAL S1 - Z2,Mano de obra,2023-09-04 00:00:00
BOGOTA ,MONTPELLIER CIUDAD LA SALLE,T1 Mamposteria a la vista cerramiento,Equipos,2023-09-05 00:00:00
BOGOTA ,LOIRA CIUDAD LA SALLE,T1 MUROS Y PLACAS PISOS 2 a 15,Materiales,2023-09-05 00:00:00
BOGOTA ,URB EXTERNO CIUDAD LA SALLE,PRELIMINARES GENERALES,Otra,2023-09-06 00:00:00
BOGOTA ,LA CABRERA,URB ZONAS VERDES,Contratos,2024-07-26 00:00:00
BOGOTA ,URBANISMO EXTERNO LOTE 5 BANCA,PARQUE E2 INSTALACION SEÑALIZACION MOBILIARIO,Diseños,2023-08-03 00:00:00
BOGOTA ,LA ALMERIA ALSACIA RESERVADO,T1 ENCHAPE PISO PUNTO FIJO Y PASILLO PISO 1-22,Materiales,2023-07-26 00:00:00
BOGOTA ,LYON CIUDAD LA SALLE,T1 ENTREGA FOSO ASCENSOR,Equipos,2023-09-11 00:00:00
BOGOTA ,SAINT MICHEL CIUDAD LA SALLE,PLACA SUBPRESION TRINCHERAS S3 - 11-12-13,Materiales,2023-09-11 00:00:00
BOGOTA ,LOIRA CIUDAD LA SALLE,SOTANO ZH - DESCABECE DE PILOTES,Otra,2023-09-12 00:00:00
BOGOTA ,MONTPELLIER CIUDAD LA SALLE,T1 COLUMNAS Y PLACAS PISO 1-24,Otra,2023-09-12 00:00:00
BOGOTA ,URB EXTERNO CIUDAD LA SALLE,PRELIMINARES GENERALES,Otra,2023-09-13 00:00:00
BOGOTA ,BURGOS CASTILLA RESERVADO,T-9 INSTAL. MESON COCINA PISO 4-1,Materiales,2023-08-10 00:00:00
BOGOTA ,LA ALMERIA ALSACIA RESERVADO,T1 RESANE ESTRUCTURA APARTAMENTOS PISO 1-22,Otra,2023-09-02 00:00:00
BOGOTA ,SAINT MICHEL CIUDAD LA SALLE,Z.SOCIAL 1 - Enchape sobre pisos y escaleras,Diseños,2023-09-11 00:00:00
BOGOTA ,PEÑAZUL LA ALDEA,NivelaciónyLlenos zona peatonal Etapa 3,Contratos,2023-09-20 00:00:00
BOGOTA ,LOIRA CIUDAD LA SALLE,T3 MUROS Y PLACAS PISOS 2 a 15,Otra,2023-09-19 00:00:00
BOGOTA ,GALLET CIUDAD LA SALLE,T5 Placa contrapiso,Materiales,2023-09-19 00:00:00
BOGOTA ,SAN LUCAS LA QUINTA,T5-6 MURO PLACA P1-12,Seguridad y Espacio,2023-09-07 00:00:00
BOGOTA ,LYON 2 CIUDAD LA SALLE,T3 INST. MESON COCINA PISO 1 a 17 (INCLUYENDO ESTUFA Y SOPORTE DE MESON),Materiales,2023-08-28 00:00:00
BOGOTA ,LA ALMERIA ALSACIA RESERVADO,T1 RESANE FOSO ASCENSOR,Otra,2023-09-22 00:00:00
BOGOTA ,MONTPELLIER CIUDAD LA SALLE,PRELIMINARES GENERALES,Otra,2023-09-26 00:00:00
BOGOTA ,LOIRA CIUDAD LA SALLE,T1 MUROS Y PLACAS PISO 1,Otra,2023-09-26 00:00:00
BOGOTA ,ABADIA SAN RAFAEL,T10 PUERTA BAÑO,Materiales,2023-09-19 00:00:00
BOGOTA ,LORCA,T1 RED HID aptos Prueba 1,Materiales,2023-09-27 00:00:00
BOGOTA ,URB EXTERNO CIUDAD LA SALLE,PRELIMINARES GENERALES,Materiales,2023-09-26 00:00:00
BOGOTA ,LA ALMERIA ALSACIA RESERVADO,T1 CARGUE DE PISO APARTAMENTO PISO 1-22,Otra,2023-10-02 00:00:00
BOGOTA ,SAINT MICHEL CIUDAD LA SALLE,Z.SOCIAL 1 - Mamposteria de Fachada,Diseños,2023-10-23 00:00:00
BOGOTA ,GALLET CIUDAD LA SALLE,PQDERO Filtro espina de pescado E1,Diseños,2023-09-19 00:00:00
BOGOTA ,LOIRA CIUDAD LA SALLE,T1 MUROS Y PLACAS PISOS 2 a 15,Mano de obra,2023-09-19 00:00:00
BOGOTA ,URB EXTERNO CIUDAD LA SALLE,Vía de 12 a 13 Instalacion Base Granular,Otra,2023-10-05 00:00:00
BOGOTA ,SAN LUCAS LA QUINTA,E3 REDES AGUAS RESIDUALES,Materiales,2023-09-07 00:00:00
BOGOTA ,LORCA,PORTERIA CIM Fundida cimentacion superficial vigas,Contratos,2023-08-16 00:00:00
BOGOTA ,PASEO SAN RAFAEL,Inicio de obra,Materiales,2023-08-30 00:00:00
BOGOTA ,PASEO SAN RAFAEL,Inicio de obra,Otra,2023-08-30 00:00:00
BOGOTA ,PASEO SAN RAFAEL,Inicio de obra,Otra,2023-08-30 00:00:00
BOGOTA ,SAINT MICHEL CIUDAD LA SALLE,PLACA PUNTAL S1 - Z13,Otra,2023-10-09 00:00:00
BOGOTA ,LOIRA CIUDAD LA SALLE,T1 RESANE ESTRUCTURA INTERIOR APTOS PISO 1 a 15,Otra,2023-10-10 00:00:00
BOGOTA ,SAN LUCAS LA QUINTA,T5 MAMPOSTERIA,Contratos,2023-08-04 00:00:00
BOGOTA ,SAN LUCAS LA QUINTA,T5-6 MURO PLACA P1-12,Materiales,2023-09-14 00:00:00
BOGOTA ,LA ALMERIA ALSACIA RESERVADO,T1 CARGUE DE PISO APARTAMENTO PISO 1-22,Otra,2023-10-13 00:00:00
BOGOTA ,MONTPELLIER CIUDAD LA SALLE,S.PARQ E1 - Mamposteria interna,Otra,2023-10-03 00:00:00
BOGOTA ,CADIZ,T4 PUERTAS PPAL,Materiales,2023-08-30 00:00:00
BOGOTA ,LA ALMERIA ALSACIA RESERVADO,T1 PUNTOS SANITARIOS PISO 1-22,Materiales,2023-10-19 00:00:00
BOGOTA ,SAN LUCAS LA QUINTA,E2 REDES DE AGUA POTABLE,Materiales,2023-10-05 00:00:00
BOGOTA ,PROVENZA PRESTIGE,T3 Medidores electricos,Otra,2023-09-28 00:00:00
BOGOTA ,LYON 2 CIUDAD LA SALLE,T3 INSTALACIONES REDES HIDROSANITARIAS Y RCI,Materiales,2023-09-16 00:00:00
BOGOTA ,SAINT MICHEL CIUDAD LA SALLE,PLACA PUNTAL S1 - Z13,Materiales,2023-10-09 00:00:00
BOGOTA ,GALLET CIUDAD LA SALLE,T3 aptos Mamposteria interna 1 a 17,Materiales,2023-10-10 00:00:00
BOGOTA ,LA ALMERIA ALSACIA RESERVADO,T1 CARGUE DE PISO APARTAMENTO PISO 1-22,Otra,2023-10-02 00:00:00
BOGOTA ,LORCA,T1 RED SAN aptos Punto en muro Estructura,Materiales,2023-09-27 00:00:00
BOGOTA ,PEÑAZUL LA ALDEA,"T9 Marco, puertaycerradura acceso principal apartamento",Contratos,2023-05-09 00:00:00
BOGOTA ,URB EXTERNO CIUDAD LA SALLE,Vía de 21 a 22 Base asfáltica,Materiales,2024-04-10 00:00:00
BOGOTA ,LORCA,T1 Red gas Montante acometida,Materiales,2023-09-27 00:00:00
BOGOTA ,PASEO SAN RAFAEL,PQDERO Antepiso NIV -1,Equipos,2023-10-26 00:00:00
BOGOTA ,LYON 2 CIUDAD LA SALLE,T1 RESANE FACHADA LATERAL 2,Contratos,2023-10-18 00:00:00
BOGOTA ,LA ALMERIA ALSACIA RESERVADO,T1 ENCHAPE PISO Y MURO BAÑOS PISO 1-22,Diseños,2023-10-19 00:00:00
BOGOTA ,LA ALMERIA ALSACIA RESERVADO,P.SOTANOS - PLACA DE CIMENTACIÓN,Otra,2023-06-28 00:00:00
BOGOTA ,SAN LUCAS LA QUINTA,E3 ESTRUCTURA VIASyPARQUEADEROS,Materiales,2023-11-02 00:00:00
BOGOTA ,SAN LUCAS LA QUINTA,T14 MESON COCINAyESTUFA,Materiales,2023-09-07 00:00:00
BOGOTA ,LYON CIUDAD LA SALLE,TQ - Limpieza y desinfección tanque,Diseños,2024-02-21 00:00:00
BOGOTA ,GALLET CIUDAD LA SALLE,T1 pto fijo Piso,Materiales,2023-10-24 00:00:00
BOGOTA ,PASEO SAN RAFAEL,PQDERO CIM fundida zapatas NIV -1,Equipos,2023-10-19 00:00:00
BOGOTA ,LOIRA CIUDAD LA SALLE,T 1-2-3 Excv.manual red acueducto y contraincendio,Contratos,2023-09-26 00:00:00
BOGOTA ,GALLET CIUDAD LA SALLE,T1 aptos Mortero,Materiales,2023-10-10 00:00:00
BOGOTA ,LORCA,T1 Izaje torre grua,Equipos,2023-09-27 00:00:00
BOGOTA ,SAINT MICHEL CIUDAD LA SALLE,"Z.SOC-EDIF COMUN - Inst. Tuberia Redes Externa, media y baja tension",Diseños,2024-08-12 00:00:00
BOGOTA ,PEÑON DE ALICANTE,T1 LAVADO FACHADA,Contratos,2023-10-09 00:00:00
BOGOTA ,MONTPELLIER CIUDAD LA SALLE,P.SOTANOS - PANTALLAS HINCADA,Contratos,2023-08-29 00:00:00
BOGOTA ,LORCA,PORTERIA Carpinteria de Aluminio fachada,Diseños,2024-04-10 00:00:00
BOGOTA ,GALLET CIUDAD LA SALLE,T1 pto fijo Piso,Materiales,2023-10-24 00:00:00
BOGOTA ,LA ALMERIA ALSACIA RESERVADO,P.SOTANOS - COLUMNAS SOTANO 2,Materiales,2023-11-30 00:00:00
BOGOTA ,LA ALMERIA ALSACIA RESERVADO,Z.SOCIAL - Resane y limpieza general de estructura,Diseños,2023-09-07 00:00:00
BOGOTA ,PASEO DE SEVILLA,T-5 FUNDIDA PLACA CIMENTACION,Materiales,2023-08-22 00:00:00
BOGOTA ,ABADIA SAN RAFAEL,T5 MAMPOSTERIA,Materiales,2023-12-13 00:00:00
BOGOTA ,PASEO DE SEVILLA,T 5 MUROSyPLACAS PISO 1-4,Contratos,2023-10-25 00:00:00
BOGOTA ,LOIRA CIUDAD LA SALLE,ZS LOCALES - CIMENTACIÓN Y PLACA CONTRAPISO,Seguridad y Espacio,2024-01-09 00:00:00
BOGOTA ,LYON 2 CIUDAD LA SALLE,T2 MONTAJE MONTANTES,Mano de obra,2024-01-31 00:00:00
BOGOTA ,GALLET CIUDAD LA SALLE,T4 aptos Mamposteria interna 1 a 17,Contratos,2023-10-10 00:00:00
BOGOTA ,LORCA,PQDERO CIM Fundida cimentacion superficial vigas,Mano de obra,2024-01-31 00:00:00
BOGOTA ,BURDEOS CIUDAD LA SALLE,SOT Inst rejillas ventilacion,Diseños,2024-08-15 00:00:00
BOGOTA ,LOIRA CIUDAD LA SALLE,T1 ASEO PUNTO FIJO 2DA MANO ESCALERA 1,Otra,2023-10-24 00:00:00
BOGOTA ,EL CASTELL IBERIA RESERVADO,T04 CIM Prehuecos,Diseños,2024-07-29 00:00:00
BOGOTA ,LORCA,PQDERO Desagues,Materiales,2024-01-31 00:00:00
BOGOTA ,PEÑON DE ALICANTE,T1 PISOS LAMINADO APTOS,Materiales,2024-01-09 00:00:00
BOGOTA ,LA ALMERIA ALSACIA RESERVADO,Z.SOC TEATR - Inst Sillas,Materiales,2024-02-09 00:00:00
BOGOTA ,LA ALMERIA ALSACIA RESERVADO,T1 MONTAJE RED CONTRAINCENDIOS,Materiales,2024-02-09 00:00:00
BOGOTA ,LA ALMERIA ALSACIA RESERVADO,PORT - Cieloraso en Drywall,Contratos,2024-03-13 00:00:00
BOGOTA ,PASEO SAN RAFAEL,Excavacion red de conduccion,Contratos,2024-04-23 00:00:00
BOGOTA ,LA ALMERIA ALSACIA RESERVADO,T1 PINTURA FACHADA,Materiales,2024-03-08 00:00:00
BOGOTA ,LA ALMERIA ALSACIA RESERVADO,T1 INST. QUICIOS ASCENSOR,Mano de obra,2024-03-08 00:00:00
BOGOTA ,PASEO SAN RAFAEL,T1 EST Muro placa,Materiales,2024-01-18 00:00:00
BOGOTA ,SAN LUCAS LA QUINTA,"CANCHAS POSTES, MALLAS, CESTAS",Contratos,2023-11-10 00:00:00
BOGOTA ,PEÑON DE ALICANTE,T2 ESPEJO BAÑO,Contratos,2023-10-09 00:00:00
BOGOTA ,PASEO SAN RAFAEL,T1 Cimentacion torre grua,Equipos,2023-10-12 00:00:00
BOGOTA ,LA CRUZ,G1 T1-2 Y 3  INST PUERTA METALICA DE ACCESO,Contratos,2024-06-06 00:00:00
BOGOTA ,SAN LUCAS LA QUINTA,CH MAMP - PAÑETE,Materiales,2023-03-09 00:00:00
BOGOTA ,GALLET CIUDAD LA SALLE,SOT PQDERO Montante RCI,Materiales,2024-03-15 00:00:00
BOGOTA ,URBANISMO TRES QUEBRADAS,Señalizacion VIAS vertical,Materiales,2024-09-25 00:00:00
BOGOTA ,BURDEOS CIUDAD LA SALLE,SOT EST Placa andén nivel S1 T1,Diseños,2024-04-11 00:00:00
BOGOTA ,LORCA,PQDERO Desagues,Contratos,2024-01-31 00:00:00
BOGOTA ,EL CASTELL IBERIA RESERVADO,CLUB HOUSE 01 Montante hidraulica,Diseños,2024-07-29 00:00:00
BOGOTA ,EL CASTELL IBERIA RESERVADO,TQ Inst sistema de bombeo agua potable,Diseños,2024-07-29 00:00:00
BOGOTA ,LORCA,T1 Filtro perimetral,Materiales,2024-04-17 00:00:00
BOGOTA ,GALLET CIUDAD LA SALLE,T1-T2 CERRAMIENTO PERIMETRAL Columnas,Materiales,2024-07-19 00:00:00
BOGOTA ,MONTPELLIER CIUDAD LA SALLE,T1 CARGUE DE PISOS APTOS PISO 1-24,Equipos,2024-04-23 00:00:00
BOGOTA ,EL CASTELL IBERIA RESERVADO,T01 aptos Enchape cocina,Diseños,2024-07-29 00:00:00
BOGOTA ,LINZ E1,T1 aptos Mamposteria interna,Materiales,2024-06-05 00:00:00
BOGOTA ,LA CRUZ,EQUIPOS SUBESTACION ELECTRICA,Diseños,2024-06-06 00:00:00
BOGOTA ,SAN MATEO - LA QUINTA,PQDERO CIM Excavacion comun,Contratos,2024-07-22 00:00:00
BOGOTA ,LA CRUZ,PORTERIA - MAMPOSTERIA INTERNA,Materiales,2024-06-06 00:00:00
BOGOTA ,PASEO SAN RAFAEL,T1 Suministro Puerta metalica de acceso,Materiales,2024-11-12 00:00:00
BOGOTA ,PASEO SAN RAFAEL,PQDERO Mamposteria fachada,Contratos,2024-08-07 00:00:00
BOGOTA ,MONTPELLIER CIUDAD LA SALLE,Z.SOC CUBIERTA E1 - Impermeabilización cubierta,Contratos,2024-09-10 00:00:00
BOGOTA ,URBANISMO TRES QUEBRADAS,1-2 eje 11 K0+035 A K0+255 Instalación adoquín y loseta,Diseños,2024-06-19 00:00:00
BOGOTA ,PASEO SAN RAFAEL,SUBESTACION ELEC mamposteria y friso,Contratos,2024-01-18 00:00:00
BOGOTA ,MONTPELLIER CIUDAD LA SALLE,T1 INST. PUERTAS Y MARCOS ACCESO PISO 1-24,Materiales,2025-05-06 00:00:00
BOGOTA ,LA CRUZ,URB Inst Tuberia de alcantarillado pluvial,Materiales,2024-07-11 00:00:00
BOGOTA ,LA PEÑA,PQDERO CIM Fundida zapatas,Materiales,2024-07-12 00:00:00
BOGOTA ,URB EXTERNO CIUDAD LA SALLE,Andenes 12 a 13 C2 Instalación de contenedor de raices,Seguridad y Espacio,2024-07-10 00:00:00
BOGOTA ,LA CRUZ,EQUIPOS SUBESTACION ELECTRICA,Materiales,2024-06-06 00:00:00
BOGOTA ,SAN LUCAS LA QUINTA,T5 PUERTA BAÑO,Materiales,2024-07-25 00:00:00
BOGOTA ,LINZ E1,T1 FRISO aptos interno,Materiales,2024-06-27 00:00:00
BOGOTA ,LA PALMA,G3 T8-1 Mortero e impermeabilizacion de cubierta,Contratos,2024-09-26 00:00:00
BOGOTA ,GALLET CIUDAD LA SALLE,TQ Armado y fundida estructura Tapa,Diseños,2024-07-19 00:00:00
BOGOTA ,LA PALMA,G3 T8-1 Aparatos Meson- estufa,Materiales,2025-01-18 00:00:00
BOGOTA ,SAN LUCAS LA QUINTA,CH DRYWALL,Contratos,2023-11-10 00:00:00
BOGOTA ,EL CASTELL IBERIA RESERVADO,CLUB HOUSE 01 Fundida cimentacion superficial vigas,Contratos,2024-07-29 00:00:00
BOGOTA ,LINZ E1,E1 CERRAMIENTO PERIMETRAL Cimentacion,Diseños,2024-10-15 00:00:00
BOGOTA ,LA CABRERA,E2 T20 A 15 CIM FUNDIDA CIMENTACION ZAPATAS,Materiales,2024-08-16 00:00:00
BOGOTA ,SAN MATEO - LA QUINTA,E1 Excavacion red de conduccion,Materiales,2024-07-24 00:00:00
BOGOTA ,LOIRA CIUDAD LA SALLE,T1 PRUEBAS RED CONTRAINCENDIO,Materiales,2024-11-25 00:00:00
BOGOTA ,LA CABRERA,E1 T37 A 35 Y 28 A 25 INSTALACIONES HIDRAULICAS,Materiales,2024-08-16 00:00:00
BOGOTA ,EL CAMPO,URB MOVIMIENTO DE TIERRA - T12-T14,Materiales,2025-01-10 00:00:00
BOGOTA ,LA CRUZ,EDIFICIO ZONA SOCIAL - PINTURA,Contratos,2024-08-01 00:00:00
BOGOTA ,PASEO SAN RAFAEL,TQ Inst sistema de bombeo agua potable,Diseños,2024-08-27 00:00:00
BOGOTA ,SAN LUCAS LA QUINTA,T6 ALAMBRADO,Materiales,2024-07-31 00:00:00
BOGOTA ,SAINT MICHEL CIUDAD LA SALLE,T1 PROLONGACIONES HIDROSANITARIAS PISO 1-16 PLACA,Contratos,2023-10-23 00:00:00
BOGOTA ,ZURI - ZENTRAL,T2 CIM Excavacion comun Torre,Materiales,2025-02-19 00:00:00
BOGOTA ,LA CABRERA,CUARTO DE BASURAS 1 ESTRUCTURA T24,Mano de obra,2024-08-16 00:00:00
BOGOTA ,LINZ E1,PQDERO EST Armado y fundida columnas,Diseños,2024-09-03 00:00:00
BOGOTA ,PASEO SAN RAFAEL,T2 Suministro Puerta metalica de acceso,Contratos,2024-09-03 00:00:00
BOGOTA ,LORCA,T1 Suministro Puerta cortafuego,Materiales,2024-09-17 00:00:00
BOGOTA ,LOIRA CIUDAD LA SALLE,T 1-2-3 Relleno red de gas,Otra,2024-07-16 00:00:00
BOGOTA ,LINZ E1,T1 CIELO RASO aptos Perfiles drywall,Contratos no Categorizables,2024-08-21 00:00:00
BOGOTA ,EL CASTELL IBERIA RESERVADO,TQ Instalacion pasamuros en tanque,Contratos,2024-07-29 00:00:00
BOGOTA ,PASEO SAN RAFAEL,T1 aptos Piso laminado,Contratos,2024-11-12 00:00:00
BOGOTA ,LA PEÑA,G1 T12-T7 ESTRUCTURA Muro placa,Equipos,2024-09-17 00:00:00
BOGOTA ,SAN MATEO - LA QUINTA,T1 Mesones cocina y baño,Materiales,2024-10-08 00:00:00
BOGOTA ,LA CRUZ,G3 T7-8 Y 9 INSTALACIONES GAS,Materiales,2024-08-15 00:00:00
BOGOTA ,EL CASTELL IBERIA RESERVADO,CLUB HOUSE 01 Gabinete CI,Contratos,2024-07-29 00:00:00
BOGOTA ,EL CASTELL IBERIA RESERVADO,TQ Inst sistema de bombeo RCI,Contratos,2024-07-29 00:00:00
BOGOTA ,EL CASTELL IBERIA RESERVADO,CLUB HOUSE 01 Pintura de fachada,Diseños,2024-07-29 00:00:00
BOGOTA ,PASEO SAN RAFAEL,PORTERIA Enchape,Materiales,2024-10-16 00:00:00
BOGOTA ,EL CASTELL IBERIA RESERVADO,TQ Excavacion a maquina para cimentacion tanque,Contratos,2024-01-27 00:00:00
BOGOTA ,LA ALMERIA ALSACIA RESERVADO,PORT - Piso y guardaescobas,Otra,2024-10-22 00:00:00
BOGOTA ,LA ALMERIA ALSACIA RESERVADO,T1 Instalacion red electrica,Equipos,2024-10-08 00:00:00
BOGOTA ,GALLET CIUDAD LA SALLE,PORTERIA Mortero,Contratos,2024-07-19 00:00:00
BOGOTA ,SAINT MICHEL CIUDAD LA SALLE,T2 ARAÑAS SANITARIAS PISO 1-16,Diseños,2024-08-12 00:00:00
BOGOTA ,MONTPELLIER CIUDAD LA SALLE,T3 VENTANERIA ALUMINIO FACHADA PPAL PISO 1-24,Materiales,2025-04-01 00:00:00
BOGOTA ,SAN LUCAS LA QUINTA,CH AP COCINA,Contratos,2024-07-31 00:00:00
BOGOTA ,SAINT MICHEL CIUDAD LA SALLE,Z.SOC 1 BICI - Carpinteria metalica,Diseños,2024-08-12 00:00:00
BOGOTA ,EL CAMPO,T7-T11 Cimentacion,Equipos,2024-11-13 00:00:00
BOGOTA ,EL CASTELL IBERIA RESERVADO,PQDERO CIM Relleno,Contratos,2024-08-02 00:00:00
BOGOTA ,SAINT MICHEL CIUDAD LA SALLE,T4 ESTUCO MURO Y PLACA PISO 1-16,Diseños,2024-08-12 00:00:00
BOGOTA ,MONTPELLIER CIUDAD LA SALLE,T1 INST. CITOFONOS PISO 1-24,Materiales,2025-04-01 00:00:00
BOGOTA ,SAN MATEO - LA QUINTA,TQ Inst sistema de bombeo agua potable,Materiales,2024-10-08 00:00:00
BOGOTA ,PASEO SAN RAFAEL,T3 RED HID Montante,Materiales,2024-10-16 00:00:00
BOGOTA ,PASEO SAN RAFAEL,T1 Suministro Puerta cortafuego,Contratos,2024-08-07 00:00:00
BOGOTA ,LA PEÑA,G1 T12-T7 INSTALACIONES HIDRAULICAS,Equipos,2024-12-10 00:00:00
BOGOTA ,PASEO SAN RAFAEL,T1 Llegada de ascensor a obra,Equipos,2024-08-07 00:00:00
BOGOTA ,MONTPELLIER CIUDAD LA SALLE,T3 APLOMADA E INST. EQUIPOS ASCENSOR,Equipos,2024-08-06 00:00:00
BOGOTA ,SAINT MICHEL CIUDAD LA SALLE,T1 MUROS Y PLACAS PISO 1-16,Materiales,2024-10-28 00:00:00
BOGOTA ,SAN LUCAS LA QUINTA,T9 MONTANTEyPRUEBA HIDRAULICA,Materiales,2024-12-10 00:00:00
BOGOTA ,EL CAMPO,Construccion de pozos y sumideros red de alcantarillado torres T7,Diseños,2024-10-30 00:00:00
